PC1,PC2,PC3
0.6277505540589131,-1.497509748033392,-0.9115521404754372
1.846846367153122,0.18043509488774898,0.2738628895870399
0.9990841172989102,-0.2538835965283246,0.020982128295800682
0.7305569109313228,0.012388406184643883,-0.2792251826083326
1.375957265000667,-0.063702904877486,-0.774170983163671
0.18703367899773116,2.088187642432128,0.2763175211824468
1.4439227620217934,0.011758977371313007,-0.6388611921899287
1.1639590049978223,-1.0652519351459862,-1.152975503200413
3.6121027791727576,-0.29624965815600013,5.1838885535728565
0.9731303578344116,-1.7477531544543854,-0.5551603326332839
1.1569921398654175,1.7871964814919672,-0.9695910027598118
3.311889787285975,-0.17478600823332197,-1.9462940592163567
-1.8931092850577949,-0.9465055314646554,0.08137298565796756
1.340771324412066,1.5313054813760127,-0.8601775619622203
0.9460627576320079,0.3111666916908192,1.5886709051564782
0.9846675082201535,0.015730593074797388,-0.12092324582214185
0.5601686558753912,0.9631286243523292,-0.5732838089539283
-3.187574578661769,-0.964682669475108,0.7881866300130953
-2.6463874114313075,0.2450204985347564,0.1099788554600091
2.7307078901285573,1.8353789014740545,-1.314650509722579
1.2530038673224655,0.05001572398935595,-0.5667827809418005
-2.2775438535659784,-0.06029250903084965,-0.09410435052085762
1.3530348396330865,3.5895671082198493,0.9306573565678938
0.5753652613735768,-1.1120724278919176,0.048152662205716595
0.40357911464443236,-1.9759890019712207,0.2548655019356754
-2.8933189851705916,0.5324489749616502,0.28356456374408245
0.7801291602305795,-1.216584748855835,0.10850328422375141
0.6365611633689742,2.1629552942490236,-0.09706094294682047
1.1983969306586655,-0.16338337109951429,0.034784907412222954
-2.375983028694193,1.7803087972053684,0.7877249261227567
1.1541982527257275,-0.38008263991961944,-0.33880923091942905
-2.296497564825675,0.18794423610019503,0.5624889368924596
-2.5790379416501623,0.26878893417398864,0.4584306758496049
-1.2698520649052778,-1.3346441375668021,0.3577823829284025
-2.8085446124252815,0.428960813818357,-0.12391784528209702
-2.8238700531158605,0.32870633610970174,-0.13984642560122038
-2.7459992341002244,-0.27092860211392344,-0.7969682647541787
-2.8710279930437848,-0.6756976966898566,0.8607676896193611
-2.5010118517419517,1.2393599399223143,0.610201029978501
1.0188832859234556,-0.4793129578076506,-0.8225708422827671
-2.2242226271355605,-1.015825171599163,-0.3673817165070755
-2.0675544200791576,0.9770102865070548,-0.2769830376651368
-2.1980343286241624,0.6310739756167286,-0.5010547767110067
-2.2775438535659784,-0.06029250903084965,-0.09410435052085762
-1.679379862619283,-1.1256194956389671,0.23708113889233254
-1.6195124813860422,-1.3064539378900881,-0.06854535225344649
0.8740552942511518,-0.7948324538113796,-0.1565417678484534
1.1952294556918526,-0.41615346136597386,-0.1522562812637692
1.8530665423652863,-0.48320917320578205,-0.06846893364130258
1.3302043369116223,-1.3321431015242204,-0.5067604735141878
2.013502419856106,-1.967295743419551,-0.6050933175701708
-0.14408545302466302,0.8333253390357142,-0.1450652521949984
1.2625650568983535,2.0557865112744658,-0.6436633458335416
0.7617340943811165,0.010636683297740953,0.07678333838035156
1.5289347390432328,0.00351495642031135,0.2130200162456561
1.7175195656935454,-0.34818942905412004,-0.7887795301013435
2.4785242429644536,-0.5327735279164411,3.303555461658101
